"UniqueID","Popular.fctr","Popular.fctr.predict.Low.cor.X.glm.prob","Popular.fctr.predict.Low.cor.X.glm","Popular.fctr.predict.Low.cor.X.glm.accurate"
31,"N",0.00413221971263713,"N",TRUE
30,"N",0.00109041829370047,"N",TRUE
29,"N",0.00144513701048247,"N",TRUE
25,"N",0.0045817342633303,"N",TRUE
24,"N",0.218309091391004,"N",TRUE
22,"N",0.0166064916222461,"N",TRUE
21,"N",2.22044604925031e-16,"N",TRUE
18,"N",2.20121197899251e-09,"N",TRUE
17,"N",0.873435204171118,"Y",FALSE
16,"Y",0.972235846094428,"Y",TRUE
12,"N",2.22044604925031e-16,"N",TRUE
9,"Y",0.777449559776408,"Y",TRUE
8,"Y",0.909466343500103,"Y",TRUE
4,"Y",0.352810439076283,"N",FALSE
115,"N",1.91193532934532e-09,"N",TRUE
110,"N",0.0120058735552757,"N",TRUE
106,"N",0.0185655788224281,"N",TRUE
104,"Y",0.414515719691593,"Y",TRUE
100,"N",0.0325602948458406,"N",TRUE
99,"N",0.0638374109726884,"N",TRUE
96,"N",1.62425265425115e-10,"N",TRUE
95,"Y",0.408699205474402,"Y",TRUE
94,"N",0.00505126015938813,"N",TRUE
88,"N",0.00155692816423577,"N",TRUE
85,"Y",0.754089716730446,"Y",TRUE
83,"N",0.0139677831506737,"N",TRUE
76,"N",0.0931143742814497,"N",TRUE
73,"N",7.76911817496699e-10,"N",TRUE
72,"N",0.169582806005073,"N",TRUE
68,"N",2.22044604925031e-16,"N",TRUE
57,"Y",0.910277224175247,"Y",TRUE
56,"Y",0.695408626415419,"Y",TRUE
55,"N",4.21546685572804e-11,"N",TRUE
52,"Y",0.551649774178481,"Y",TRUE
51,"N",0.0112786138608053,"N",TRUE
46,"N",0.160983096102252,"N",TRUE
43,"N",0.0104043777403326,"N",TRUE
37,"Y",0.213912193359017,"N",FALSE
35,"Y",0.944666480321631,"Y",TRUE
199,"N",3.1127436033325e-09,"N",TRUE
198,"N",0.00819426066267511,"N",TRUE
195,"N",2.11557616870988e-11,"N",TRUE
194,"N",0.205966513809373,"N",TRUE
189,"N",0.014043034826871,"N",TRUE
186,"N",0.0486024509755153,"N",TRUE
184,"N",1.47522735499419e-11,"N",TRUE
182,"N",0.0320264166767335,"N",TRUE
181,"N",2.22044604925031e-16,"N",TRUE
179,"N",0.00483723724953715,"N",TRUE
174,"N",0.100077515270181,"N",TRUE
172,"Y",0.00349518608254163,"N",FALSE
170,"N",0.0234243599672971,"N",TRUE
167,"N",0.331358839269201,"N",TRUE
163,"Y",0.106844651687588,"N",FALSE
162,"N",3.27942859807052e-10,"N",TRUE
160,"N",0.0220145571288226,"N",TRUE
158,"N",0.12779296809629,"N",TRUE
157,"Y",0.999999999082299,"Y",TRUE
156,"Y",0.798123625197786,"Y",TRUE
151,"N",0.0902483371412416,"N",TRUE
150,"N",0.229713214312125,"N",TRUE
146,"N",2.22044604925031e-16,"N",TRUE
139,"Y",0.882343645225922,"Y",TRUE
135,"N",0.0563276740965086,"N",TRUE
134,"N",0.0310964903688239,"N",TRUE
126,"N",2.63422003418978e-12,"N",TRUE
301,"N",0.0172421865235337,"N",TRUE
299,"N",6.93523616755717e-09,"N",TRUE
294,"N",0.0224719521868204,"N",TRUE
290,"N",2.61184093481309e-09,"N",TRUE
284,"N",0.242102598215167,"N",TRUE
281,"N",5.83296791645958e-11,"N",TRUE
279,"N",2.22044604925031e-16,"N",TRUE
277,"N",0.000768453759082892,"N",TRUE
272,"N",0.121185068425259,"N",TRUE
270,"N",2.22044604925031e-16,"N",TRUE
265,"N",0.00616441939107705,"N",TRUE
263,"N",0.207245043145578,"N",TRUE
260,"N",1.69463980500064e-09,"N",TRUE
256,"N",0.0094169184821451,"N",TRUE
252,"Y",0.663837532892884,"Y",TRUE
251,"N",0.0668278992647243,"N",TRUE
248,"N",0.0150093414572711,"N",TRUE
247,"N",0.00254334447273524,"N",TRUE
246,"N",0.0235939262172226,"N",TRUE
239,"N",0.0170381655354496,"N",TRUE
238,"Y",0.979868529138395,"Y",TRUE
237,"N",0.0177319305350396,"N",TRUE
230,"N",0.189296441688048,"N",TRUE
226,"N",2.22044604925031e-16,"N",TRUE
224,"N",0.0132471829498271,"N",TRUE
222,"N",1.98166117625509e-09,"N",TRUE
218,"N",0.0215583593965644,"N",TRUE
216,"N",0.00889059981032482,"N",TRUE
214,"N",0.716935108518362,"Y",FALSE
202,"Y",0.816082279899129,"Y",TRUE
393,"Y",0.462764383062401,"Y",TRUE
392,"N",6.59653881182764e-09,"N",TRUE
390,"N",0.0288410574998484,"N",TRUE
389,"N",0.0114294273894455,"N",TRUE
382,"N",0.183945367260582,"N",TRUE
367,"N",0.0253785389115053,"N",TRUE
361,"Y",0.879441674207952,"Y",TRUE
359,"N",0.312705398573314,"N",TRUE
347,"N",0.0166915093475629,"N",TRUE
346,"N",0.0387251402954732,"N",TRUE
345,"Y",0.715618032640206,"Y",TRUE
343,"N",0.608645665327453,"Y",FALSE
340,"Y",0.683076100779471,"Y",TRUE
338,"Y",0.819777604593054,"Y",TRUE
335,"Y",0.90547625885846,"Y",TRUE
334,"N",0.258237131728703,"N",TRUE
332,"N",0.0477006494335715,"N",TRUE
328,"N",0.0376732026405597,"N",TRUE
327,"Y",0.374187849303126,"N",FALSE
323,"N",0.0749844297077634,"N",TRUE
318,"N",8.87611656627003e-05,"N",TRUE
306,"N",2.76134414838366e-11,"N",TRUE
303,"N",0.274713704764901,"N",TRUE
417,"N",2.22044604925031e-16,"N",TRUE
416,"N",0.052415768532715,"N",TRUE
415,"N",0.00893308065487934,"N",TRUE
411,"N",2.55562791914156e-12,"N",TRUE
407,"N",2.22044604925031e-16,"N",TRUE
405,"N",4.22827495319674e-10,"N",TRUE
400,"N",0.00429010452909001,"N",TRUE
396,"N",3.23602521452608e-12,"N",TRUE
395,"N",0.151469655795342,"N",TRUE
447,"N",2.22044604925031e-16,"N",TRUE
443,"N",2.22044604925031e-16,"N",TRUE
442,"N",2.22044604925031e-16,"N",TRUE
437,"N",5.70404043225584e-12,"N",TRUE
436,"Y",0.614405824240486,"Y",TRUE
