"UniqueID","Popular.fctr","Popular.fctr.predict.Low.cor.X.glm.prob","Popular.fctr.predict.Low.cor.X.glm","Popular.fctr.predict.Low.cor.X.glm.accurate"
31,"N",0.0103879355972717,"N",TRUE
30,"N",0.000116471841305065,"N",TRUE
29,"N",0.000878743132450819,"N",TRUE
25,"N",0.00618731600025921,"N",TRUE
24,"N",0.393041153821047,"Y",FALSE
22,"N",0.0186408955140952,"N",TRUE
21,"N",2.22044604925031e-16,"N",TRUE
18,"N",9.92016715630173e-10,"N",TRUE
17,"N",0.978989144970155,"Y",FALSE
16,"Y",0.975608758903081,"Y",TRUE
12,"N",2.22044604925031e-16,"N",TRUE
9,"Y",0.609410962974489,"Y",TRUE
8,"Y",0.958835423294126,"Y",TRUE
4,"Y",0.163241570345469,"N",FALSE
115,"N",5.69169891686886e-10,"N",TRUE
110,"N",0.00830965510334363,"N",TRUE
106,"N",0.015176744388571,"N",TRUE
104,"Y",0.315310176261482,"Y",TRUE
100,"N",5.05684300334801e-10,"N",TRUE
99,"N",0.128403269731278,"N",TRUE
96,"N",4.12478128369302e-11,"N",TRUE
95,"Y",0.341420563603356,"Y",TRUE
94,"N",9.41469061877758e-11,"N",TRUE
88,"N",0.00100767226713607,"N",TRUE
85,"Y",0.585929770402221,"Y",TRUE
83,"N",0.0117178283079245,"N",TRUE
76,"N",0.175664064453251,"N",TRUE
73,"N",7.53155499903189e-10,"N",TRUE
72,"N",0.137919430174793,"N",TRUE
68,"N",2.22044604925031e-16,"N",TRUE
57,"Y",0.550629521025529,"Y",TRUE
56,"Y",0.719476117540672,"Y",TRUE
55,"N",4.15298110975005e-10,"N",TRUE
52,"Y",0.772011445225134,"Y",TRUE
51,"N",0.00326238238913023,"N",TRUE
46,"N",0.19771842698051,"N",TRUE
43,"N",0.0105963190787717,"N",TRUE
37,"Y",0.291439215316995,"N",FALSE
35,"Y",0.977797515059675,"Y",TRUE
199,"N",1.19237232729425e-09,"N",TRUE
198,"N",0.00400145298621906,"N",TRUE
195,"N",6.37573916634314e-12,"N",TRUE
194,"N",0.374894769186379,"Y",FALSE
189,"N",1.51356513325228e-10,"N",TRUE
186,"N",0.031685082770892,"N",TRUE
184,"N",1.36269374428559e-11,"N",TRUE
182,"N",0.0429405988704526,"N",TRUE
181,"N",2.22044604925031e-16,"N",TRUE
179,"N",0.00055123564328975,"N",TRUE
174,"N",0.153325453764399,"N",TRUE
172,"Y",0.00318215088819459,"N",FALSE
170,"N",0.021158247325524,"N",TRUE
167,"N",0.306229213259238,"Y",FALSE
163,"Y",0.132269834112423,"N",FALSE
162,"N",3.16460866228092e-10,"N",TRUE
160,"N",1.07435954591609e-09,"N",TRUE
158,"N",0.0767325332014949,"N",TRUE
157,"Y",0.999999999158166,"Y",TRUE
156,"Y",0.676433437807973,"Y",TRUE
151,"N",7.05178856813733e-09,"N",TRUE
150,"N",0.11084205220196,"N",TRUE
146,"N",2.22044604925031e-16,"N",TRUE
139,"Y",0.773459049304752,"Y",TRUE
135,"N",0.0387449116033364,"N",TRUE
134,"N",0.0472901829266958,"N",TRUE
126,"N",9.83855994243981e-12,"N",TRUE
301,"N",0.0301984717043138,"N",TRUE
299,"N",6.398811563149e-10,"N",TRUE
294,"N",0.0125082188920671,"N",TRUE
290,"N",6.89262155698796e-09,"N",TRUE
284,"N",0.295404018927258,"N",TRUE
281,"N",3.05373367822315e-11,"N",TRUE
279,"N",2.22044604925031e-16,"N",TRUE
277,"N",0.00146814140985202,"N",TRUE
272,"N",0.224953489540858,"N",TRUE
270,"N",2.22044604925031e-16,"N",TRUE
265,"N",0.00216858387950516,"N",TRUE
263,"N",0.143465817970728,"N",TRUE
260,"N",2.90119089864942e-09,"N",TRUE
256,"N",4.97843452728143e-10,"N",TRUE
252,"Y",0.709420809523653,"Y",TRUE
251,"N",0.010577871266734,"N",TRUE
248,"N",0.0476146378946302,"N",TRUE
247,"N",0.0028209787965658,"N",TRUE
246,"N",0.285104141801219,"N",TRUE
239,"N",3.20877948231352e-09,"N",TRUE
238,"Y",0.987590010666204,"Y",TRUE
237,"N",0.0121135943377034,"N",TRUE
230,"N",0.119005516682477,"N",TRUE
226,"N",2.22044604925031e-16,"N",TRUE
224,"N",0.0169428936738212,"N",TRUE
222,"N",1.41191985485542e-09,"N",TRUE
218,"N",0.0194648333620279,"N",TRUE
216,"N",0.00557703899108541,"N",TRUE
214,"N",0.651420378486809,"Y",FALSE
202,"Y",0.884030658661074,"Y",TRUE
393,"Y",0.505945595802802,"Y",TRUE
392,"N",6.57284415164245e-10,"N",TRUE
390,"N",0.026218091239332,"N",TRUE
389,"N",0.00940447774000828,"N",TRUE
382,"N",0.13199259452802,"N",TRUE
367,"N",0.0184111013944858,"N",TRUE
361,"Y",0.807523101855251,"Y",TRUE
359,"N",0.388843355201324,"Y",FALSE
347,"N",0.0411831481900979,"N",TRUE
346,"N",0.129843744673316,"N",TRUE
345,"Y",0.690650560969015,"Y",TRUE
343,"N",0.501209633000545,"Y",FALSE
340,"Y",0.723656167280482,"Y",TRUE
338,"Y",0.847587099717344,"Y",TRUE
335,"Y",0.981487132819153,"Y",TRUE
334,"N",0.0643670904291347,"N",TRUE
332,"N",0.0702474051421187,"N",TRUE
328,"N",0.0947772639402173,"N",TRUE
327,"Y",0.590973352311763,"Y",TRUE
323,"N",0.151973333128736,"N",TRUE
318,"N",5.68089772373921e-06,"N",TRUE
306,"N",1.72564676889553e-11,"N",TRUE
303,"N",0.493533700020424,"Y",FALSE
417,"N",2.22044604925031e-16,"N",TRUE
416,"N",3.76000107917978e-09,"N",TRUE
415,"N",0.00282926054668015,"N",TRUE
411,"N",8.59524380390313e-13,"N",TRUE
407,"N",2.22044604925031e-16,"N",TRUE
405,"N",2.18458563151111e-10,"N",TRUE
400,"N",0.00189025480035682,"N",TRUE
396,"N",1.07763751843854e-12,"N",TRUE
395,"N",0.0711426419789907,"N",TRUE
447,"N",2.22044604925031e-16,"N",TRUE
443,"N",2.22044604925031e-16,"N",TRUE
442,"N",2.22044604925031e-16,"N",TRUE
437,"N",2.05033196702517e-12,"N",TRUE
436,"Y",0.464937670526698,"Y",TRUE
429,"N",0.116715095577253,"N",TRUE
428,"N",3.84814725513303e-11,"N",TRUE
420,"Y",0.662018548015897,"Y",TRUE
419,"N",0.761275318714902,"Y",FALSE
418,"Y",0.137012237997505,"N",FALSE
558,"N",2.22044604925031e-16,"N",TRUE
555,"N",0.00153806124030837,"N",TRUE
554,"Y",0.763715838872312,"Y",TRUE
552,"N",3.12570126664016e-10,"N",TRUE
551,"N",1.04668431698972e-11,"N",TRUE
549,"N",1.10690222282269e-08,"N",TRUE
548,"N",0.17889536656009,"N",TRUE
547,"N",0.103253330127621,"N",TRUE
544,"N",2.22044604925031e-16,"N",TRUE
543,"N",0.018928156312907,"N",TRUE
539,"N",5.31402267836887e-11,"N",TRUE
537,"N",1.26494763186202e-09,"N",TRUE
534,"N",2.22044604925031e-16,"N",TRUE
532,"N",0.18076835390086,"N",TRUE
531,"N",2.22044604925031e-16,"N",TRUE
530,"N",0.0185665477158302,"N",TRUE
529,"N",0.000785835688272735,"N",TRUE
526,"N",2.04251408323171e-09,"N",TRUE
525,"N",2.22044604925031e-16,"N",TRUE
524,"N",0.091577219658587,"N",TRUE
521,"N",0.0168725026582611,"N",TRUE
517,"N",6.09927299370372e-10,"N",TRUE
513,"N",2.22044604925031e-16,"N",TRUE
510,"N",3.2607918420863e-10,"N",TRUE
508,"N",0.19302872832676,"N",TRUE
507,"N",0.0104293586043177,"N",TRUE
502,"N",0.0310950548296477,"N",TRUE
501,"N",7.5991523529323e-13,"N",TRUE
499,"Y",0.644006109896364,"Y",TRUE
497,"N",0.0634452718599088,"N",TRUE
487,"N",6.83664959559623e-09,"N",TRUE
486,"N",0.0284143607514188,"N",TRUE
478,"N",1.7309753134927e-09,"N",TRUE
476,"N",2.22044604925031e-16,"N",TRUE
474,"N",0.258262532988877,"N",TRUE
467,"N",0.0164738487076064,"N",TRUE
466,"N",0.0191258830448518,"N",TRUE
464,"N",0.00131608910290186,"N",TRUE
457,"N",0.22550238550674,"N",TRUE
454,"N",2.22044604925031e-16,"N",TRUE
452,"Y",0.971681572895784,"Y",TRUE
450,"Y",0.0349812028420443,"N",FALSE
641,"Y",0.90398149769788,"Y",TRUE
640,"N",0.41195951160757,"Y",FALSE
639,"N",0.231956299364478,"N",TRUE
633,"N",0.0178268146945278,"N",TRUE
630,"N",2.95815727917433e-11,"N",TRUE
627,"N",7.41025413104291e-10,"N",TRUE
625,"N",0.000540787720960278,"N",TRUE
619,"N",5.69534147687883e-11,"N",TRUE
617,"N",2.22044604925031e-16,"N",TRUE
616,"Y",0.775716489648358,"Y",TRUE
611,"N",8.71105949959393e-10,"N",TRUE
608,"N",0.00525859058445406,"N",TRUE
601,"Y",0.105191233695823,"N",FALSE
598,"Y",0.00384057463769942,"N",FALSE
597,"N",0.094360199785572,"N",TRUE
590,"N",4.29985574309803e-10,"N",TRUE
589,"N",2.22044604925031e-16,"N",TRUE
581,"N",4.87786979834431e-13,"N",TRUE
578,"Y",0.555405713332614,"Y",TRUE
575,"N",0.118094875403101,"N",TRUE
574,"N",5.70990598730711e-09,"N",TRUE
572,"N",0.00689190750879209,"N",TRUE
567,"N",0.127438214020949,"N",TRUE
565,"N",2.22044604925031e-16,"N",TRUE
564,"N",0.00955936836149318,"N",TRUE
746,"N",0.0225765107798333,"N",TRUE
744,"N",0.0377431130829804,"N",TRUE
739,"N",0.0263222154636779,"N",TRUE
738,"N",2.22044604925031e-16,"N",TRUE
734,"N",3.45695959636545e-10,"N",TRUE
733,"N",2.17264513259903e-11,"N",TRUE
729,"N",0.00138263427657239,"N",TRUE
727,"N",1.68745864927539e-09,"N",TRUE
726,"N",2.22044604925031e-16,"N",TRUE
725,"N",0.968782854151828,"Y",FALSE
722,"N",0.0358981815748252,"N",TRUE
721,"N",0.0202487450418536,"N",TRUE
720,"N",0.0744251195275454,"N",TRUE
715,"Y",0.722485598325505,"Y",TRUE
712,"N",3.01746815676927e-08,"N",TRUE
707,"Y",0.559176743082307,"Y",TRUE
704,"N",0.300077092374065,"Y",FALSE
702,"N",0.00782317834243462,"N",TRUE
701,"N",0.00566669114698124,"N",TRUE
697,"N",0.00592238637015851,"N",TRUE
695,"N",2.22044604925031e-16,"N",TRUE
687,"N",0.030767021061513,"N",TRUE
685,"Y",0.252326692059639,"N",FALSE
677,"N",0.340334717318016,"Y",FALSE
671,"N",0.148195981955768,"N",TRUE
670,"N",0.0180018856449189,"N",TRUE
666,"N",0.0429817758593618,"N",TRUE
665,"N",1.06242402823805e-09,"N",TRUE
664,"N",0.582066173996279,"Y",FALSE
663,"N",0.124850117946298,"N",TRUE
659,"N",2.22044604925031e-16,"N",TRUE
655,"N",0.00458037832571055,"N",TRUE
654,"Y",0.438003588499677,"Y",TRUE
653,"N",0.141001262466949,"N",TRUE
652,"N",0.0483955984951413,"N",TRUE
649,"N",0.0886226590015057,"N",TRUE
835,"N",3.1428596545261e-12,"N",TRUE
833,"N",0.0918931023559462,"N",TRUE
830,"N",0.233509792924115,"N",TRUE
827,"N",2.22044604925031e-16,"N",TRUE
825,"Y",0.133522952866727,"N",FALSE
821,"N",7.05625323600089e-11,"N",TRUE
816,"N",2.84787757995304e-10,"N",TRUE
815,"Y",0.925152540864784,"Y",TRUE
814,"Y",0.0983441702043378,"N",FALSE
811,"N",0.452804235020436,"Y",FALSE
810,"N",2.22044604925031e-16,"N",TRUE
806,"N",2.57782470961784e-09,"N",TRUE
805,"N",0.0210707248042302,"N",TRUE
804,"N",2.22044604925031e-16,"N",TRUE
800,"N",9.11811656644514e-10,"N",TRUE
795,"N",2.22044604925031e-16,"N",TRUE
794,"N",2.43585601987841e-10,"N",TRUE
793,"N",0.00184493058220887,"N",TRUE
790,"N",0.00226034312191885,"N",TRUE
789,"N",0.0474563908004998,"N",TRUE
788,"N",0.127670584172524,"N",TRUE
785,"N",0.297576130426152,"N",TRUE
783,"N",8.23674956107469e-10,"N",TRUE
780,"N",0.106998101430781,"N",TRUE
779,"Y",0.578877316925884,"Y",TRUE
778,"N",2.22044604925031e-16,"N",TRUE
771,"N",9.61325621277816e-06,"N",TRUE
770,"N",0.982806690229315,"Y",FALSE
768,"N",2.22044604925031e-16,"N",TRUE
767,"N",0.164650987075784,"N",TRUE
756,"Y",0.310461396889419,"Y",TRUE
755,"Y",0.812961569183367,"Y",TRUE
917,"N",0.279070247238048,"N",TRUE
913,"N",7.18991506412835e-11,"N",TRUE
911,"N",0.00609932236804258,"N",TRUE
906,"N",1.18224446985072e-10,"N",TRUE
902,"N",1.5542035138577e-10,"N",TRUE
898,"N",0.0917920439795264,"N",TRUE
892,"N",0.324161190960613,"Y",FALSE
890,"N",6.68049700086585e-11,"N",TRUE
883,"N",8.3119670570438e-10,"N",TRUE
880,"N",0.019152836360065,"N",TRUE
871,"N",0.0225556896171808,"N",TRUE
867,"N",2.75912028349856e-08,"N",TRUE
865,"N",0.0133031603455139,"N",TRUE
862,"N",0.012145606980773,"N",TRUE
861,"N",0.00789605036969185,"N",TRUE
860,"N",9.51930337098604e-09,"N",TRUE
859,"N",0.0795443057132122,"N",TRUE
856,"N",0.0174450936708974,"N",TRUE
850,"N",1.32509048970657e-09,"N",TRUE
849,"N",8.12250112563622e-11,"N",TRUE
845,"N",6.58610871768322e-13,"N",TRUE
838,"N",0.0558313744729304,"N",TRUE
938,"N",0.189532166232766,"N",TRUE
937,"N",9.26242190549744e-09,"N",TRUE
932,"N",0.473711534550271,"Y",FALSE
928,"N",0.00162455940205324,"N",TRUE
925,"N",0.000604004127697267,"N",TRUE
924,"Y",0.924730577653241,"Y",TRUE
922,"N",2.22044604925031e-16,"N",TRUE
962,"N",0.476459429388026,"Y",FALSE
957,"N",2.22044604925031e-16,"N",TRUE
953,"N",0.0671187519616318,"N",TRUE
949,"N",2.22044604925031e-16,"N",TRUE
946,"N",0.279816254886101,"N",TRUE
941,"N",0.857012866465904,"Y",FALSE
1060,"N",0.0288484643407258,"N",TRUE
1058,"N",7.47728424377406e-12,"N",TRUE
1057,"N",3.07942866587029e-10,"N",TRUE
1054,"N",0.0412427627287977,"N",TRUE
1053,"Y",0.184775012811173,"N",FALSE
1047,"N",0.0166106075404239,"N",TRUE
1043,"N",0.0243439043488145,"N",TRUE
1035,"Y",0.315179524569323,"Y",TRUE
1032,"N",0.0457607672768948,"N",TRUE
1031,"N",0.0316280766185376,"N",TRUE
1027,"N",2.22044604925031e-16,"N",TRUE
1025,"N",0.00202692020347351,"N",TRUE
1019,"Y",0.86880481811752,"Y",TRUE
1014,"N",2.22044604925031e-16,"N",TRUE
1006,"Y",0.865203258590408,"Y",TRUE
1005,"N",2.22044604925031e-16,"N",TRUE
1003,"N",0.939807525405435,"Y",FALSE
997,"N",0.0631459999043035,"N",TRUE
994,"N",0.162318913217449,"N",TRUE
991,"N",9.61120356222002e-12,"N",TRUE
986,"Y",0.999999999587892,"Y",TRUE
982,"N",0.00366300249130723,"N",TRUE
978,"N",0.000443032771183519,"N",TRUE
967,"N",0.217573248827493,"N",TRUE
966,"Y",0.955698804583588,"Y",TRUE
1145,"N",2.22044604925031e-16,"N",TRUE
1142,"N",0.0327218785521206,"N",TRUE
1138,"N",0.0111349218719709,"N",TRUE
1136,"N",4.09246917915882e-12,"N",TRUE
1132,"Y",0.999156218349852,"Y",TRUE
1123,"N",1.62302229858254e-08,"N",TRUE
1120,"N",0.0677225490279136,"N",TRUE
1117,"N",0.05258925808945,"N",TRUE
1103,"N",0.000662783324292906,"N",TRUE
1099,"N",0.00297345862775426,"N",TRUE
1097,"N",2.22044604925031e-16,"N",TRUE
1096,"Y",0.235122006357298,"N",FALSE
1092,"Y",0.0199595043359964,"N",FALSE
1089,"N",0.13019507613705,"N",TRUE
1087,"N",0.0411469479495783,"N",TRUE
1080,"N",0.00127499667052717,"N",TRUE
1074,"N",2.11500775569794e-13,"N",TRUE
1072,"N",2.22044604925031e-16,"N",TRUE
1071,"N",0.000869272862228003,"N",TRUE
1070,"N",0.035318924734647,"N",TRUE
1228,"N",2.22044604925031e-16,"N",TRUE
1227,"N",2.22044604925031e-16,"N",TRUE
1226,"N",1.08396326389418e-11,"N",TRUE
1225,"N",3.32257700765288e-11,"N",TRUE
1219,"N",0.0521026679110553,"N",TRUE
1217,"N",4.85620365084662e-10,"N",TRUE
1214,"N",0.00422913904201075,"N",TRUE
1213,"N",0.0546982085212975,"N",TRUE
1210,"N",5.26129323578872e-09,"N",TRUE
1208,"N",0.00557297729577472,"N",TRUE
1202,"N",0.0662350197520435,"N",TRUE
1201,"N",0.00910885131611155,"N",TRUE
1198,"N",0.116303089885797,"N",TRUE
1195,"Y",0.145854699086902,"N",FALSE
1192,"N",2.22044604925031e-16,"N",TRUE
1189,"N",0.0130701084034857,"N",TRUE
1185,"N",0.0104752381906906,"N",TRUE
1184,"N",1.53843093330608e-09,"N",TRUE
1179,"N",0.878902410837021,"Y",FALSE
1170,"N",2.22044604925031e-16,"N",TRUE
1169,"N",0.155803088205544,"N",TRUE
1167,"Y",0.728012535951107,"Y",TRUE
1161,"N",0.00567295867576657,"N",TRUE
1159,"N",0.0389847688676888,"N",TRUE
1153,"N",0.101050499298082,"N",TRUE
1152,"N",0.421220300889587,"Y",FALSE
1151,"N",0.549107531646639,"Y",FALSE
1322,"N",0.822353185919264,"Y",FALSE
