"UniqueID","Probability1"
6630,6.11144092272454e-12
6629,4.92195571861158e-05
6628,5.64409017936503e-11
6627,0.0261337181986946
6626,2.58960314354824e-12
6625,0.0307121044075344
6624,7.6249294081188e-12
6623,0.043947578651534
6622,0.0819739582527069
6621,0.0502836089285962
6620,3.90594528381898e-13
6619,0.0351260318405911
6618,2.22044604925031e-16
6617,5.31299138248129e-12
6616,5.48436850163021e-12
6615,9.36363281931571e-09
6614,0.0108344525979991
6613,0.012261326766642
6612,0.202741353426088
6611,0.253113647431899
6610,3.02928417139377e-12
6609,0.825223328770095
6608,0.752133027560111
6607,2.22044604925031e-16
6606,0.589532761823764
6605,0.15329991577568
6604,2.22044604925031e-16
6603,0.00399668048393449
6602,1.68310067093319e-12
6601,0.140181863131434
6600,0.438950777513324
6599,0.000517555640164001
6598,0.00566311498938342
6597,0.0231910757518031
6596,0.0110876784559839
6595,0.014707324208029
6594,0.0842781205335804
6593,0.00167036418788997
6592,1.58477127829384e-11
6591,0.911841017273689
6590,2.22044604925031e-16
6589,1.29173147260029e-08
6588,0.00314308761233195
6587,0.117274371201445
6586,0.269041348244714
6585,2.73620494909342e-12
6584,0.375761915216743
6583,0.0107222357283889
6582,0.0246627689874343
6581,0.922465951736475
6580,0.0111674028056083
6579,2.22044604925031e-16
6578,0.00773214402010427
6577,0.00042028643280085
6576,0.624643940950919
6575,0.0582449050063945
6574,0.791358221653232
6573,0.711702726064873
6572,0.904305149728703
6571,0.0553898913071907
6570,0.0170418529815729
6569,0.731792412867247
6568,0.890585231280471
6567,0.306016435218197
6566,0.202000174086862
6565,0.00922990324554985
6564,0.0462240110136499
6563,6.47430446379454e-12
6562,0.0538082964858428
6561,0.324965818885388
6560,0.812736914050982
6559,0.0383916561347092
6558,0.53068319046117
6557,2.92761337876878e-12
6556,0.061216607090012
6555,0.831445329318536
6554,0.0343667510717166
6553,0.193292277291867
6552,0.0339527489546126
6551,0.418638841621729
6550,0.148103909119928
6549,0.874676378013955
6548,0.948898884471371
6547,0.00193140489971175
6546,0.0262548758240652
6545,0.0145393134501672
6544,0.964936911626441
6543,4.76926254955167e-12
6542,0.0174332271202973
6541,0.0318113476779298
6540,0.00335737021694699
6539,0.973983842721952
6538,0.900644789280032
6537,0.525228341119177
6536,0.191833732376161
6535,0.918955302041336
6534,0.183617840018757
6533,2.22044604925031e-16
6722,0.0148622726086336
6721,4.80422787640226e-12
6720,0.875951311246735
6719,0.00543806660199688
6718,0.148132298572156
6717,1.87585789876203e-12
6716,3.61121851373439e-12
6715,0.066755851421531
6714,0.0207584195221491
6713,3.8324214178498e-12
6712,0.0448915787833837
6711,0.0428461958472253
6710,1.59772171911507e-12
6709,2.22044604925031e-16
6708,0.0303065803068365
6707,0.0616965823686788
6706,0.0540462253207442
6705,4.74571150147485e-12
6704,3.93488082990931e-12
6703,0.00501981132508218
6702,0.00740732830826413
6701,0.520976655109168
6700,2.25720620605372e-09
6699,0.0157676667719874
6698,0.0305673596020248
6697,0.443569624807808
6696,1.96225282677795e-12
6695,2.22044604925031e-16
6694,0.809889809396775
6693,1.52642297168677e-08
6692,2.22044604925031e-16
6691,0.0466129536540143
6690,0.0192443564098772
6689,0.00317508477420619
6688,0.759436211372609
6687,2.22044604925031e-16
6686,0.0243512555908218
6685,1.6371702737775e-12
6684,0.562182459452906
6683,0.0695013639987593
6682,0.03012610000181
6681,0.0401445571156072
6680,0.718075702552419
6679,0.0148856838312616
6678,0.0278159647866343
6677,1.65626419878894e-08
6676,0.0149803392215455
6675,0.0176957604496417
6674,2.22044604925031e-16
6673,0.0576633715186913
6672,1.11557737474148e-12
6671,0.940332871210179
6670,0.86123746995699
6669,2.22044604925031e-16
6668,1.42005940481163e-12
6667,0.0675424059315574
6666,0.0172392352484958
6665,0.113707136590076
6664,0.337925318178939
6663,2.22044604925031e-16
6662,0.0127408731931725
6661,0.00275181747695591
6660,0.748879601427132
6659,0.0286753658799085
6658,0.129913829158649
6657,0.00678141868245537
6656,0.0391170275361795
6655,0.297787877214506
6654,1.47394818559288e-07
6653,0.0158233738542644
6652,1.80364864437103e-12
6651,1.54399563541077e-12
6650,0.700559120048376
6649,0.213857776407857
6648,0.0507002273037849
6647,0.0116712036712137
6646,0.368233400557126
6645,0.000934265020476661
6644,0.297700985688384
6643,0.315896994662678
6642,0.303034643755642
6641,0.167839401944761
6640,0.328418986264484
6639,0.186320330075091
6638,0.19300212813479
6637,0.292148202284807
6636,0.301771785897932
6635,0.456613136468109
6634,0.00077157338960504
6633,0.790008614527509
6632,0.134723140357044
6631,0.00923658614462401
6807,0.823438679362949
6806,5.53469663124344e-12
6805,0.00216158887099637
6804,1.35862302305037e-12
6803,8.20121600590986e-12
6802,3.35905867471169e-12
6801,0.0286284510243084
6800,0.0254549341392144
6799,0.0619280129476457
6798,0.0723068854327334
6797,3.72091209661044e-12
6796,2.22044604925031e-16
6795,5.63047391996084e-12
6794,2.29807019217396e-08
6793,2.22044604925031e-16
6792,1.52822417715867e-12
6791,3.595305215935e-09
6790,3.01426900105486e-13
6789,0.0373633621797575
6788,0.0552980620380961
6787,0.81401144814994
6786,2.22044604925031e-16
6785,0.00430110732601799
6784,0.0027945749710638
6783,0.00499208780427203
6782,0.0773794790085299
6781,0.0718558948462943
6780,0.946966559484522
6779,0.0449927270545353
6778,0.00328489607554168
6777,1.8488458493777e-08
6776,0.0278122192891259
6775,0.525232594195927
6774,3.24323969976689e-13
6773,0.00337328033546884
6772,0.0572913605877304
6771,0.00113363332198477
6770,0.146402652434679
6769,2.22044604925031e-16
6768,0.080593288552981
6767,0.0071765164820162
6766,0.021882252759906
6765,0.0594786910644937
6764,0.73974881739682
6763,2.22044604925031e-16
6762,3.42826644784593e-12
6761,0.0410898369680112
6760,0.0628256879795202
6759,0.00686254730304546
6758,0.114056860746389
6757,0.169889521047141
6756,0.0644125017946132
6755,0.032969854365483
6754,0.0182224560647554
6753,0.805329012437957
6752,0.248702098227369
6751,0.00136074218390239
6750,0.555446822661438
6749,0.0743607435962794
6748,0.0743538704848657
6747,0.0424948379498815
6746,0.0277152706890517
6745,0.204509102613645
6744,5.82008313594901e-13
6743,0.0734825289866905
6742,1.47609141051336e-12
6741,0.0862268612063647
6740,0.00133025783171551
6739,2.22044604925031e-16
6738,0.25530270483705
6737,0.146902315438395
6736,0.0161933565266481
6735,0.0108289642758688
6734,0.0119188307491658
6733,0.0445156465907111
6732,0.00621446827394052
6731,0.59896034248132
6730,1.34555097065473e-12
6729,0.0110810884745363
6728,0.932142094500701
6727,0.00178777347116686
6726,0.349040015484339
6725,0.428900440139883
6724,0.116116736324279
6723,0.863240634995556
6902,0.0294799159246838
6901,4.79908124228948e-12
6900,9.42217180911338e-12
6899,1.9482390626702e-12
6898,2.39391916288784e-12
6897,0.0112871900284304
6896,0.00413844233581385
6895,0.0581202868640374
6894,7.42509423954501e-13
6893,0.0339136983479282
6892,2.22044604925031e-16
6891,0.0239473302300163
6890,0.0462288350973631
6889,7.51034985537217e-12
6888,6.29183906266804e-12
6887,2.63646649887895e-08
6886,0.015579289655834
6885,0.898963533012738
6884,2.22044604925031e-16
6883,3.48617424369238e-09
6882,0.0267417760684543
6881,2.22044604925031e-16
6880,3.02040100809271e-12
6879,0.135005756044527
6878,0.365010937043054
6877,0.0231195868351031
6876,0.017081464149205
6875,0.0136103516194092
6874,0.189569958929596
6873,2.22044604925031e-16
6872,0.0116571759597622
6871,2.22044604925031e-16
6870,1.19780683791647e-12
6869,0.687716685058689
6868,0.0580439458294556
6867,0.0620242079209241
6866,0.566254068742919
6865,0.033465441713063
6864,0.537478953255436
6863,2.22044604925031e-16
6862,0.0687597362287458
6861,0.0443135570080024
6860,0.925778393851221
6859,0.858300847358512
6858,0.0170611835388326
6857,0.0527153622490729
6856,0.00887446652624961
6855,0.0297243901886806
6854,0.0259643900375938
6853,0.0154074217374644
6852,0.887965307689151
6851,0.00092221624736965
6850,0.268638665737385
6849,3.46863603473873e-12
6848,0.0382401144771136
6847,0.126178204683403
6846,2.1553697770361e-12
6845,0.815122974533209
6844,0.948307546037999
6843,0.018735856988493
6842,0.00467432784583119
6841,4.05914293078324e-12
6840,0.0270702856834933
6839,0.0268484473015536
6838,0.00517617737490025
6837,0.128368296458332
6836,0.027726664470757
6835,0.735947885028318
6834,0.00894812468086174
6833,0.0668641419561141
6832,0.0186140852224143
6831,4.11582159718275e-13
6830,0.0201023841761566
6829,0.0179113548106844
6828,0.000627907119333362
6827,0.032072867056915
6826,0.0103334583809081
6825,0.831291870300176
6824,0.659964888285751
6823,0.0711505418456914
6822,0.0372759940066362
6821,0.0381938429936798
6820,0.0910028842100144
6819,0.928530209171807
6818,0.14366222402749
6817,0.178247389998317
6816,5.47531086131816e-11
6815,0.0311894447741291
6814,0.084578002399907
6813,3.5427131575729e-12
6812,0.0387446663548181
6811,0.0608169498374289
6810,0.959214057656123
6809,0.0658370789941844
6808,0.932350279556739
6999,5.33918402173891e-12
6998,0.046569526845476
6997,3.49735406619808e-12
6996,0.0112992553404421
6995,0.0229512744930374
6994,2.93689887790224e-12
6993,0.0154770144408921
6992,1.57625640656274e-12
6991,3.08413577444368e-09
6990,0.979276671548103
